Original ID,Raw MetaNetX ID,transport,Final ID
2AMADPTm,MNXR94780,1,Transport removed
2OXOADPTm,MNXR94819,1,Transport removed
34DHPHEt,MNXR94838,1,Transport removed
34DHXMANDACOX,MNXR94840,0,MNXR94840
3AIBtm,MNXR151409,1,Transport removed
4HOXPACDOX_NADP,MNXR95016,0,MNXR95016
4NPHSULT,MNXR190470,0,MNXR190470
A4GALTc,MNXR95128,0,MNXR95128
A4GALTg,MNXR95128~,0,MNXR95128
ABTArm,MNXR95186,0,MNXR95186
ACACT10m,MNXR95195,0,MNXR95195
ACCOALm,MNXR95222,0,MNXR95222
ACCOAtr,MNXR95224,1,Transport removed
ACGAMK,MNXR190109,0,MNXR190109
ACGAMPM,MNXR95250,0,MNXR95250
ACHVESSEC_1,MNXR154202,1,Transport removed
ACNAMlt,MNXR152781,1,Transport removed
ACOAD10m,MNXR188589,0,MNXR188589
ACOAD8m,MNXR95318,0,MNXR95318
ACOAD9m,MNXR95319,0,MNXR95319
ACOAO7p,MNXR152839,0,MNXR152839
ACODA,MNXR95377,0,MNXR95377
ACONTm,MNXR191571,0,MNXR191571
ACP1_FMN,MNXR192636,0,MNXR192636
ACS2,MNXR95222~,0,MNXR95222
ADK3m,MNXR190581,0,MNXR190581
ADMDC,MNXR95455,0,MNXR95455
ADNt4,MNXR95462,1,Transport removed
ADNtm,MNXR95460,1,Transport removed
ADRNCRNt,MNXR95487,1,Transport removed
ADSL2r,MNXR108966,0,MNXR108966
AG13T16g,MNXR95512,0,MNXR95512
AG13T18g,MNXR95514,0,MNXR95514
AG13T2g,MNXR95516,0,MNXR95516
AGTim,MNXR95618,0,MNXR95618
AHANDROSTANGLCte,MNXR95623,1,Transport removed
AHEXASE2ly,MNXR95627,0,MNXR95627
AIRCr,MNXR108735,0,MNXR108735
AKGMALtm,MNXR95659,1,Transport removed
ALASm,MNXR95695,0,MNXR95695
ALCD21_D,MNXR95713,0,MNXR95713
ALCD22_D,MNXR101008,0,MNXR101008
ALDD20xm,MNXR95745,0,MNXR95745
ALDD2xm,MNXR95749,0,MNXR95749
ALDD2y,MNXR95750,0,MNXR95750
ALR2,MNXR95788,0,MNXR95788
ALR3,MNXR95789,0,MNXR95789
AMACR2p,MNXR95798,0,MNXR95798
AMACRp,MNXR95799,0,MNXR95799
AMETt2m,MNXR95811,1,Transport removed
AMPDA,MNXR95824,0,MNXR95824
AMY2e,MNXR95833,0,MNXR95833
ANDRSTRNGLCte,MNXR95836,1,Transport removed
ARABR,MNXR95911,0,MNXR95911
ARGSS,MNXR138060,0,MNXR138060
ASNNm,MNXR96056,0,MNXR96056
ASNS1,MNXR153021,0,MNXR153021
ASPGLUm,MNXR96084,1,Transport removed
ASPt6,MNXR96086,1,Transport removed
ASPTAm,MNXR192556,0,MNXR192556
BILGLCURte,MNXR96256,1,Transport removed
BILIRED,MNXR153102,0,MNXR153102
ATPasel_1,MNXR153054,1,Transport removed
BACCL,MNXR138107,0,MNXR138107
BALAVECSEC_1,MNXR154853,1,Transport removed
BDHm,MNXR96232,0,MNXR96232
BTNDm,MNXR96331,0,MNXR96331
BTNPL,MNXR138145,0,MNXR138145
C160CPT1,MNXR190744,0,MNXR190744
C160CPT2,MNXR190744~,0,MNXR190744
C160CRNt,MNXR96385,1,Transport removed
C161CPT1,MNXR96387,0,MNXR96387
C161CPT12,MNXR96388,0,MNXR96388
C161CPT2,MNXR96387~,0,MNXR96387
C161CRN2t,MNXR96389,1,Transport removed
C161CRNt,MNXR96390,1,Transport removed
C180CPT1,MNXR190746,0,MNXR190746
C181CPT1,MNXR96396,0,MNXR96396
C181CRNt,MNXR96397,1,Transport removed
C204CPT1,MNXR96400,0,MNXR96400
C204CPT2,MNXR96400~,0,MNXR96400
C226CPT1,MNXR96403,0,MNXR96403
C226CPT2,MNXR96403~,0,MNXR96403
CAATPS_1,MNXR96435,1,Transport removed
CAt7r,MNXR96461,1,Transport removed
CATm,MNXR96455,0,MNXR96455
CATp,MNXR96455~,0,MNXR96455
CDIPTr,MNXR96527,0,MNXR96527
CDS,MNXR96563,0,MNXR96563
CERT1gt,MNXR96644,1,Transport removed
CERT1rt,MNXR96644~,1,Transport removed
CERT2rt,MNXR96646,1,Transport removed
CHATn,MNXR96666,0,MNXR96666
CHOLD2m,MNXR96698,0,MNXR96698
CHOLK,MNXR96702,0,MNXR96702
CITRtm,MNXR96735,1,Transport removed
CITtam,MNXR96753,1,Transport removed
CLHCO3tex2,MNXR96763,1,Transport removed
CLOXAtex2,MNXR96769,1,Transport removed
CLPNDCPT1,MNXR96771,0,MNXR96771
ACNMCT,MNXR95295,0,MNXR95295
COAtim,MNXR96815,1,Transport removed
COQ3m,MNXR96850,0,MNXR96850
COQ6m,MNXR96852,0,MNXR96852
COQ7m,MNXR96853,0,MNXR96853
CRNCARtp,MNXR96898,1,Transport removed
CRNt,MNXR96906,1,Transport removed
CRNtHa,MNXR96910,1,Transport removed
CRNtuNa,MNXR96911,1,Transport removed
CSNAT2m,MNXR96409,0,MNXR96409
CSNAT2x,MNXR190742,0,MNXR190742
CSNAT3x,MNXR96409~,0,MNXR96409
CSNATm,MNXR96926,0,MNXR96926
CSNATp,MNXR96926~,0,MNXR96926
CSNATr,MNXR96926~~,0,MNXR96926
CYSO,MNXR96993,0,MNXR96993
CYTD,MNXR190856,0,MNXR190856
CYTDt,MNXR190864,1,Transport removed
CYTK12,MNXR97050,0,MNXR97050
CYTK12n,MNXR97050~,0,MNXR97050
CYTK13n,MNXR97051,0,MNXR97051
CYTK14,MNXR97052,0,MNXR97052
CYTK2n,MNXR97054,0,MNXR97054
CYTK5n,MNXR97054~,0,MNXR97054
CPK1,MNXR96876,0,MNXR96876
CYTK6n,MNXR96876~,0,MNXR96876
CYTK7,MNXR97058,0,MNXR97058
CYTK7n,MNXR97058~,0,MNXR97058
CYTK8,MNXR97059,0,MNXR97059
CYTK8n,MNXR97059~,0,MNXR97059
DAGK_hs,MNXR97113,0,MNXR97113
DARGOp,MNXR97150,0,MNXR97150
DASPO1p,MNXR97153,0,MNXR97153
DLNLCGCPT2,MNXR97502,0,MNXR97502
DCSPTN1CPT1,MNXR97196,0,MNXR97196
DCSPTN1CRNt,MNXR97197,1,Transport removed
DCYTD,MNXR97207,0,MNXR97207
DHCRD2,MNXR97387,0,MNXR97387
DHDPBMTm,MNXR190910,0,MNXR190910
DHORD9,MNXR97423,1,Transport removed
DHPM1,MNXR97432,0,MNXR97432
DLNLCGCPT1,MNXR97502~,0,MNXR97502
DMATTx,MNXR97512,0,MNXR97512
DNDPt10m,MNXR97628,1,Transport removed
DNDPt11m,MNXR97629,1,Transport removed
DNDPt13m,MNXR97631,1,Transport removed
DNDPt14m,MNXR97632,1,Transport removed
DNDPt15m,MNXR97633,1,Transport removed
DNDPt16m,MNXR97634,1,Transport removed
DNDPt17m,MNXR97635,1,Transport removed
DNDPt18m,MNXR97636,1,Transport removed
DNDPt1m,MNXR97638,1,Transport removed
DNDPt20m,MNXR97639,1,Transport removed
DNDPt21m,MNXR97640,1,Transport removed
DNDPt25m,MNXR97643,1,Transport removed
DNDPt28m,MNXR97644,1,Transport removed
DNDPt32m,MNXR97648,1,Transport removed
DNDPt37m,MNXR97649,1,Transport removed
DNDPt38m,MNXR97650,1,Transport removed
DNDPt39m,MNXR97651,1,Transport removed
DNDPt40m,MNXR97653,1,Transport removed
DNDPt42m,MNXR97655,1,Transport removed
DNDPt43m,MNXR97656,1,Transport removed
DNDPt45m,MNXR97658,1,Transport removed
DNDPt49m,MNXR97662,1,Transport removed
DNDPt50m,MNXR97664,1,Transport removed
DNDPt52m,MNXR97665,1,Transport removed
DNDPt55m,MNXR97668,1,Transport removed
DNDPt56m,MNXR97669,1,Transport removed
DNDPt57m,MNXR97670,1,Transport removed
DNDPt59m,MNXR97672,1,Transport removed
DNDPt5m,MNXR97673,1,Transport removed
DNDPt60m,MNXR97674,1,Transport removed
DNDPt61m,MNXR97675,1,Transport removed
DNDPt62m,MNXR97328,1,Transport removed
DNDPt63m,MNXR97676,1,Transport removed
DNDPt6m,MNXR97677,1,Transport removed
DOLPH_Uer,MNXR142810,0,MNXR142810
DOLPMT_U,MNXR142818,0,MNXR142818
DOPAt4_2_r,MNXR97757,1,Transport removed
DOPAtu,MNXR97758,1,Transport removed
DOPAVESSEC_1,MNXR156001,1,Transport removed
DPGase,MNXR126095,0,MNXR126095
DURAD,MNXR97814,0,MNXR97814
DURAD2,MNXR97815,0,MNXR97815
DURIK1,MNXR97817,0,MNXR97817
DUTPDPm,MNXR97822,0,MNXR97822
ECOAH12m,MNXR151686,0,MNXR151686
ECOAH9m,MNXR97894,0,MNXR97894
EICOSTETCPT1,MNXR97910,0,MNXR97910
ESTRIOLGLCte,MNXR97956,1,Transport removed
ESTRONESt,MNXR97961,1,Transport removed
ETF,MNXR97965,0,MNXR97965
ETFQO,MNXR97966,0,MNXR97966
ETHAK,MNXR97969,0,MNXR97969
FACOAL160,MNXR191008,0,MNXR191008
FACOAL170,MNXR191016,0,MNXR191016
FACOAL181,MNXR99172,0,MNXR99172
FACOAL1821,MNXR99175,0,MNXR99175
FACOAL1831,MNXR99177,0,MNXR99177
FACOAL204,MNXR191026,0,MNXR191026
FAEL184,MNXR99220,0,MNXR99220
FAEL204,MNXR99222,0,MNXR99222
FAEL205,MNXR99224,0,MNXR99224
FALDH,MNXR99236,0,MNXR99236
FAOXC11,MNXR99270,0,MNXR99270
FAOXC16080m,MNXR99297,0,MNXR99297
FAOXC1811601m,MNXR99315,0,MNXR99315
FAOXC1811603m,MNXR99317,0,MNXR99317
FAOXC182806m,MNXR99322,0,MNXR99322
FAOXC18280m,MNXR99322~,0,MNXR99322
FAOXC183806m,MNXR99326,0,MNXR99326
FAOXC18480m,MNXR99330,0,MNXR99330
FAOXC2031836m,MNXR99339,0,MNXR99339
FAOXC204,MNXR99340,0,MNXR99340
FAOXC2051843m,MNXR99344,0,MNXR99344
FAOXC2251836m,MNXR99351,0,MNXR99351
FAOXC2252053m,MNXR99352,0,MNXR99352
FAOXC226205m,MNXR99356,0,MNXR99356
FAS160COA,MNXR99399,0,MNXR99399
FATP1t,MNXR99450,1,Transport removed
FKYNH,MNXR153574,0,MNXR153574
FPGS2,MNXR99625,0,MNXR99625
FPGS2m,MNXR99625~,0,MNXR99625
FPGS3,MNXR99626,0,MNXR99626
FPGS4_1,MNXR157463,0,MNXR157463
FPGS4m_1,MNXR157463~,0,MNXR157463
FPGS5,MNXR99628,0,MNXR99628
FPGS5m,MNXR99628~,0,MNXR99628
FPGS6m,MNXR99629,0,MNXR99629
FPGS7m_1,MNXR157464,0,MNXR157464
FPGS8m,MNXR99631,0,MNXR99631
FPGS9,MNXR99632,0,MNXR99632
FPGSm_1,MNXR157465,0,MNXR157465
FRUt1r,MNXR153613,1,Transport removed
FTHFDH,MNXR99670,0,MNXR99670
FTHFLmi,MNXR99672,0,MNXR99672
FUCASEe,MNXR99684,0,MNXR99684
FUMAC,MNXR99706,0,MNXR99706
FUMSO4tm,MNXR99709,1,Transport removed
FUMtm,MNXR99716,1,Transport removed
FUT32g,MNXR99735,0,MNXR99735
G14T20g,MNXR99812,0,MNXR99812
G14T21g,MNXR99813,0,MNXR99813
G14T2g,MNXR99814,0,MNXR99814
G14T5g,MNXR99817,0,MNXR99817
G5SDym,MNXR99896,0,MNXR99896
G6PDH2er,MNXR99907,0,MNXR99907
GABAVESSEC_1,MNXR157507,1,Transport removed
GALNACT1g,MNXR99995,0,MNXR99995
GALNACT2g,MNXR99997,0,MNXR99997
GALNACT3g,MNXR99998,0,MNXR99998
GALNACT4g,MNXR99999,0,MNXR99999
GALNACT5g,MNXR100000,0,MNXR100000
GALt1r,MNXR100025,1,Transport removed
GALT2g,MNXR100016,0,MNXR100016
GAO1g,MNXR100036,0,MNXR100036
GARFT,MNXR165700,0,MNXR165700
GASNASE2ly,MNXR100043,0,MNXR100043
GASNASEly,MNXR100045,0,MNXR100045
GBA,MNXR100050,0,MNXR100050
GCCam,MNXR144960,0,MNXR144960
GDPFUCtg,MNXR100089,1,Transport removed
GFUCS,MNXR100108,0,MNXR100108
GGH_10FTHF7GLUl,MNXR100119,0,MNXR100119
GGH_5THFl,MNXR100121,0,MNXR100121
GGH_6DHFl,MNXR100122,0,MNXR100122
GGH_7THFe,MNXR100125,0,MNXR100125
GGLUCT,MNXR143124,1,Transport removed
